sid,uniprot_id,uniprot.full.name,flag1,flag2,flag3,entrezgenesymbol
SeqId_3323_37,Q14114,Low-density lipoprotein receptor-related protein 8,0,0,0,LRP8
SeqId_3324_51,Q9HBG7,T-lymphocyte surface antigen Ly-9,0,0,1,LY9
SeqId_3325_2,O00339,Matrilin-2,7,0,1,MATN2
SeqId_3326_58,Q9BY67,Cell adhesion molecule 1,0,0,1,CADM1
SeqId_3327_27,Q9HB63,Netrin-4,7,0,1,NTN4
SeqId_3329_14,O75594,Peptidoglycan recognition protein 1,0,0,0,PGLYRP1
SeqId_3331_8,Q6NW40,RGM domain family member B,0,0,0,RGMB
SeqId_3332_57,Q6ZVN8,Hemojuvelin,5,0,1,HFE2
SeqId_3336_50,P10646,Tissue factor pathway inhibitor,0,0,0,TFPI
SeqId_3339_33,P35442,Thrombospondin-2,6,0,1,THBS2
SeqId_3340_53,P35443,Thrombospondin-4,0,0,0,THBS4
SeqId_3341_33,P00519,Tyrosine-protein kinase ABL1,0,0,0,ABL1
SeqId_3342_76,P42684,Tyrosine-protein kinase ABL2,0,0,0,ABL2
SeqId_3343_1,Q03154,Aminoacylase-1,0,0,0,ACY1
SeqId_3344_60,P01008,Antithrombin-III,0,0,1,SERPINC1
SeqId_3346_72,Q96GD4,Aurora kinase B,0,0,1,AURKB
SeqId_3347_9,P25098,Beta-adrenergic receptor kinase 1,5,0,1,ADRBK1
SeqId_3348_49,P13497,Bone morphogenetic protein 1,0,0,1,BMP1
SeqId_3350_53,Q9UQM7,Calcium/calmodulin-dependent protein kinase type II subunit alpha,7,0,1,CAMK2A
SeqId_3351_1,Q13554,Calcium/calmodulin-dependent protein kinase type II subunit beta,6,0,1,CAMK2B
SeqId_3352_80,P23280,Carbonic anhydrase 6,0,0,0,CA6
SeqId_3356_50,P43166,Carbonic anhydrase 7,0,0,0,CA7
SeqId_3357_67,P20248|P24941,Cyclin-A2|Cyclin-dependent kinase 2,5,0,1,CDK2 CCNA2
SeqId_3358_51,Q00535|Q15078,Cyclin-dependent kinase 5 activator 1|Cyclin-dependent-like kinase 5,6,0,1,CDK5 CDK5R1
SeqId_3359_11,P24863|P49336,Cyclin-dependent kinase 8|Cyclin-C,6,0,1,CDK8 CCNC
SeqId_3361_26,Q9UJ71,C-type lectin domain family 4 member K,0,0,0,CD207
SeqId_3362_61,Q9BU40,Chordin-like protein 1,0,0,1,CHRDL1
SeqId_3363_31,P41240,Tyrosine-protein kinase CSK,0,0,1,CSK
SeqId_3364_76,O60911,Cathepsin L2,0,0,0,CTSV
SeqId_3365_7,Q9UBT3,Dickkopf-related protein 4,5,0,1,DKK4
SeqId_3366_51,Q16610,Extracellular matrix protein 1,0,0,1,ECM1
SeqId_3367_8,Q9UGM5,Fetuin-B,0,0,0,FETUB
SeqId_3373_5,P20718,Granzyme H,0,0,0,GZMH
SeqId_3374_49,P08631,Tyrosine-protein kinase HCK,7,0,1,HCK
SeqId_3376_49,Q8NFM7,Interleukin-17 receptor D,0,0,0,IL17RD
SeqId_3378_49,P49862,Kallikrein-7,6,0,1,KLK7
SeqId_3379_29,P41743,Protein kinase C iota type,0,0,1,PRKCI
SeqId_3381_24,P07948,Tyrosine-protein kinase Lyn,5,0,1,LYN
SeqId_3387_1,O75914,Serine/threonine-protein kinase PAK 3,0,0,1,PAK3
SeqId_3388_58,Q9P286,Serine/threonine-protein kinase PAK 5,0,0,1,PAK7
SeqId_3389_7,P05154,Plasma serine protease inhibitor,0,0,1,SERPINA5
SeqId_3390_72,P27986|P42336,"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit alpha isoform|Phosphatidylinositol 3-kinase regulatory subunit alpha",0,0,0,PIK3CA PIK3R1
SeqId_3391_10,P48736,"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit gamma isoform",0,0,1,PIK3CG
SeqId_3392_68,Q9Y243,RAC-gamma serine/threonine-protein kinase,5,0,1,AKT3
SeqId_3394_81,P53350,Serine/threonine-protein kinase PLK1,0,0,0,PLK1
SeqId_3396_54,P00797,Renin,0,0,0,REN
SeqId_3397_7,Q06124,Tyrosine-protein phosphatase non-receptor type 11,0,0,1,PTPN11
SeqId_3399_31,Q8WWQ8,Stabilin-2,0,0,1,STAB2
SeqId_3400_49,Q9UHD2,Serine/threonine-protein kinase TBK1,7,0,1,TBK1
SeqId_3401_8,P17706,Tyrosine-protein phosphatase non-receptor type 2,0,0,0,PTPN2
SeqId_3403_1,P20231,Tryptase beta-2,0,0,0,TPSB2
SeqId_3404_51,Q9NRR2,Tryptase gamma,6,0,1,TPSG1
SeqId_3405_6,Q9Y3C8,Ubiquitin-fold modifier-conjugating enzyme 1,0,0,1,UFC1
SeqId_3412_7,P10415,Apoptosis regulator Bcl-2,0,0,1,BCL2
SeqId_3413_50,Q16548,Bcl-2-related protein A1,0,0,1,BCL2A1
SeqId_3414_40,P51813,Cytoplasmic tyrosine-protein kinase BMX,6,0,1,BMX
SeqId_3415_61,P21815,Bone sialoprotein 2,0,0,0,IBSP
SeqId_3418_12,Q8IU85,Calcium/calmodulin-dependent protein kinase type 1D,0,0,1,CAMK1D
SeqId_3419_49,Q13557,Calcium/calmodulin-dependent protein kinase type II subunit delta,5,0,1,CAMK2D
SeqId_3420_21,Q8N1Q1,Carbonic anhydrase 13,0,0,1,CA13
SeqId_3421_54,P32971,Tumor necrosis factor ligand superfamily member 8,0,0,0,TNFSF8
SeqId_3422_4,P14635|P06493,Cyclin-dependent kinase 1|G2/mitotic-specific cyclin-B1,5,0,1,CDC2 CCNB1
SeqId_3423_59,P23946,Chymase,0,0,1,CMA1
SeqId_3427_63,P68400,Casein kinase II subunit alpha,0,0,0,CSNK2A1
SeqId_3431_54,P21709,Ephrin type-A receptor 1,0,0,0,EPHA1
SeqId_3432_21,P29320,Ephrin type-A receptor 3,0,0,0,EPHA3
SeqId_3434_34,P02751,Fibronectin,7,1,1,FN1
SeqId_3435_53,P02751,Fibronectin,7,0,1,FN1
SeqId_3437_80,P36888,Receptor-type tyrosine-protein kinase FLT3,0,0,1,FLT3
SeqId_3438_10,O95633,Follistatin-related protein 3,0,0,0,FSTL3
SeqId_3440_7,P12544,Granzyme A,0,0,0,GZMA
SeqId_3441_64,P49840,Glycogen synthase kinase-3 alpha,5,0,1,GSK3A
SeqId_3445_53,Q13261,Interleukin-15 receptor subunit alpha,0,0,0,IL15RA
SeqId_3447_64,P10145,Interleukin-8,0,0,0,CXCL8
SeqId_3448_13,P06213,Insulin receptor,0,0,0,INSR
SeqId_3449_58,P29622,Kallistatin,0,0,1,SERPINA4
SeqId_3450_4,Q92876,Kallikrein-6,0,0,1,KLK6
SeqId_3452_17,P06239,Tyrosine-protein kinase Lck,6,0,1,LCK
SeqId_3453_87,P07948,Tyrosine-protein kinase Lyn,7,0,1,LYN
SeqId_3457_57,Q15063,Periostin,0,0,0,POSTN
SeqId_3459_49,P09619,Platelet-derived growth factor receptor beta,0,0,0,PDGFRB
SeqId_3461_58,Q96GW7,Brevican core protein,0,0,0,BCAN
SeqId_3466_8,P17612,cAMP-dependent protein kinase catalytic subunit alpha,0,0,1,PRKACA
SeqId_3469_74,P51812,Ribosomal protein S6 kinase alpha-3,6,0,1,RPS6KA3
SeqId_3470_1,P16581,E-selectin,6,0,1,SELE
SeqId_3471_49,O75716,Serine/threonine-protein kinase 16,0,0,1,STK16
SeqId_3472_40,O15392,Baculoviral IAP repeat-containing protein 5,0,0,1,BIRC5
SeqId_3473_78,P40238,Thrombopoietin receptor,0,0,1,MPL
SeqId_3474_19,P07996,Thrombospondin-1,7,0,1,THBS1
SeqId_3477_63,P04629,High affinity nerve growth factor receptor,0,0,0,NTRK1
SeqId_3480_7,P51452,Dual specificity protein phosphatase 3,0,0,1,DUSP3
SeqId_3481_87,Q9NQW7,Xaa-Pro aminopeptidase 1,0,0,1,XPNPEP1
SeqId_3484_60,P01019,Angiotensinogen,0,0,0,AGT
SeqId_3485_28,P61769,Beta-2-microglobulin,0,0,1,B2M
SeqId_3486_58,P05230,Fibroblast growth factor 1,0,0,0,FGF1
SeqId_3487_32,O43927,C-X-C motif chemokine 13,0,0,0,CXCL13
SeqId_3488_64,P04040,Catalase,0,0,1,CAT
SeqId_3489_9,P26441,Ciliary neurotrophic factor,0,0,0,CNTF
SeqId_3494_71,O60258,Fibroblast growth factor 17,0,0,0,FGF17
SeqId_3495_15,P80162,C-X-C motif chemokine 6,0,0,0,CXCL6
SeqId_3497_13,P01563,Interferon alpha-2,0,0,1,IFNA2
SeqId_3499_77,Q9UHF5,Interleukin-17B,0,0,0,IL17B
SeqId_3503_4,P56199|P05556,Integrin alpha-1|Integrin beta-1,7,0,1,ITGA1 ITGB1
SeqId_3504_58,P81172,Hepcidin,0,0,0,HAMP
SeqId_3505_6,P01374|Q06643,Lymphotoxin-alpha|Lymphotoxin-beta,5,0,1,LTA LTB
SeqId_3506_49,P01374|Q06643,Lymphotoxin-alpha|Lymphotoxin-beta,5,0,1,LTA LTB
SeqId_3507_1,,,3,1,1,mdh
SeqId_3508_78,O00626,C-C motif chemokine 22,5,0,1,CCL22
SeqId_3512_72,,,3,1,1,
SeqId_3516_60,P48061,Stromal cell-derived factor 1,5,0,1,CXCL12
SeqId_3518_54,Q96IY4,Carboxypeptidase B2,0,0,1,CPB2
SeqId_3519_3,Q92583,C-C motif chemokine 17,0,0,0,CCL17
SeqId_3520_58,P10600,Transforming growth factor beta-3 proprotein,6,0,1,TGFB3
SeqId_3521_16,P01222|P01215,Glycoprotein hormones alpha chain|Thyrotropin subunit beta,0,0,0,CGA TSHB
SeqId_3522_57,P01282,VIP peptides,0,0,0,VIP
SeqId_3525_1,,,3,1,1,
SeqId_3525_2,,,3,1,1,
SeqId_3525_3,,,3,1,1,
SeqId_3525_4,,,3,1,1,
SeqId_3534_14,P29965,CD40 ligand,0,0,0,CD40LG
SeqId_3535_84,O94907,Dickkopf-related protein 1,0,0,0,DKK1
SeqId_3538_26,P20711,Aromatic-L-amino-acid decarboxylase,0,0,0,DDC
SeqId_3554_24,Q15848,Adiponectin,0,0,0,ADIPOQ
SeqId_3580_25,P01009,Alpha-1-antitrypsin,0,0,0,SERPINA1
SeqId_3581_53,P02765,Alpha-2-HS-glycoprotein,0,0,1,AHSG
SeqId_3583_54,P15289,Arylsulfatase A,0,1,1,ARSA
SeqId_3585_54,P35613,Basigin,0,0,0,BSG
SeqId_3587_53,O95393,Bone morphogenetic protein 10,0,0,0,BMP10
SeqId_3592_4,Q14012,Calcium/calmodulin-dependent protein kinase type 1,0,0,1,CAMK1
SeqId_3593_72,P42574,Caspase-3,0,0,1,CASP3
SeqId_3600_2,Q13231,Chitotriosidase-1,0,0,0,CHIT1
SeqId_3603_60,Q9BXN2,C-type lectin domain family 7 member A,0,0,0,CLEC7A
SeqId_3605_77,P48740,Mannan-binding lectin serine protease 1,0,0,1,MASP1
SeqId_3607_71,Q9UBP4,Dickkopf-related protein 3,0,0,0,DKK3
SeqId_3616_3,P15586,N-acetylglucosamine-6-sulfatase,0,0,0,GNS
SeqId_3617_80,Q04756,Hepatocyte growth factor activator,0,0,0,HGFAC
SeqId_3620_67,Q8N6P7,Interleukin-22 receptor subunit alpha-1,0,0,0,IL22RA1
SeqId_3622_33,Q99538,Legumain,0,0,1,LGMN
SeqId_3623_84,O95711,Lymphocyte antigen 86,7,0,1,LY86
SeqId_3627_71,Q495T6,Membrane metallo-endopeptidase-like 1,6,0,1,MMEL1
SeqId_3628_3,P36507,Dual specificity mitogen-activated protein kinase kinase 2,0,0,0,MAP2K2
SeqId_3629_60,Q9Y5S2,Serine/threonine-protein kinase MRCK beta,0,0,1,CDC42BPB
SeqId_3630_27,Q8N126,Cell adhesion molecule 3,0,1,1,CADM3
SeqId_3640_14,P30533,Alpha-2-macroglobulin receptor-associated protein,0,0,0,LRPAP1
SeqId_3647_49,O00206|Q9Y6Y9,Lymphocyte antigen 96|Toll-like receptor 4,6,0,1,TLR4 LY96
SeqId_3650_8,,,3,1,1,GFP
SeqId_3651_50,P35968,Vascular endothelial growth factor receptor 2,6,0,1,KDR
SeqId_3685_53,Q9BY79,Membrane frizzled-related protein,7,0,1,MFRP
SeqId_3708_62,P01023,Alpha-2-macroglobulin,0,0,1,A2M
SeqId_3710_49,P00747,Plasminogen,6,0,1,PLG
SeqId_3714_49,P06732|P12277,Creatine kinase B-type|Creatine kinase M-type,5,0,1,CKB CKM
SeqId_3717_23,,,3,1,1,
SeqId_3719_2,P46527,Cyclin-dependent kinase inhibitor 1B,0,0,0,CDKN1B
SeqId_3721_5,,,3,1,1,nodH
SeqId_3723_1,P16860,Natriuretic peptides B,5,0,1,NPPB
SeqId_3724_64,,,3,1,1,
SeqId_3727_35,P10082,Peptide YY,0,0,0,PYY
SeqId_3728_52,P09683,Secretin,0,0,0,SCT
SeqId_3730_81,P43489,Tumor necrosis factor receptor superfamily member 4,0,0,0,TNFRSF4
SeqId_3738_54,P09603,Macrophage colony-stimulating factor 1,0,0,0,CSF1
SeqId_3742_78,,,3,1,1,
SeqId_3758_68,P04070,Vitamin K-dependent protein C,0,0,0,PROC
SeqId_3761_4,P35354,Prostaglandin G/H synthase 2,7,0,1,PTGS2
SeqId_3773_15,Q02763,Angiopoietin-1 receptor,0,0,1,TEK
SeqId_3795_6,Q13443,Disintegrin and metalloproteinase domain-containing protein 9,0,0,0,ADAM9
SeqId_3796_79,Q9BY76,Angiopoietin-related protein 4,0,0,0,ANGPTL4
SeqId_3797_1,P19022,Cadherin-2,0,0,0,CDH2
SeqId_3798_71,Q16790,Carbonic anhydrase 9,0,0,0,CA9
SeqId_3799_11,P07451,Carbonic anhydrase 3,0,0,0,CA3
SeqId_3800_71,P12277,Creatine kinase B-type,6,0,1,CKB
SeqId_3803_10,P28325,Cystatin-D,0,0,0,CST5
SeqId_3805_16,Q9NQ30,Endothelial cell-specific molecule 1,0,0,1,ESM1
SeqId_3806_55,P54756,Ephrin type-A receptor 5,0,0,0,EPHA5
SeqId_3807_1,Q9GZV9,Fibroblast growth factor 23,0,0,0,FGF23
SeqId_3808_76,P21802,Fibroblast growth factor receptor 2,6,0,1,FGFR2
SeqId_3809_1,P22607,Fibroblast growth factor receptor 3,0,0,0,FGFR3
SeqId_3810_50,P09769,Tyrosine-protein kinase Fgr,6,0,1,FGR
SeqId_3813_3,P06241,Tyrosine-protein kinase Fyn,6,0,1,FYN
SeqId_3815_14,Q99665,Interleukin-12 receptor subunit beta-2,0,0,0,IL12RB2
SeqId_3817_18,Q04759,Protein kinase C theta type,5,0,1,PRKCQ
SeqId_3820_68,P49137,MAP kinase-activated protein kinase 2,0,0,1,MAPKAPK2
SeqId_3821_28,Q8IW41,MAP kinase-activated protein kinase 5,0,0,0,MAPKAPK5
SeqId_3822_54,Q16644,MAP kinase-activated protein kinase 3,0,0,1,MAPKAPK3
SeqId_3823_9,P42679,Megakaryocyte-associated tyrosine-protein kinase,0,0,0,MATK
SeqId_3825_18,P45983,Mitogen-activated protein kinase 8,6,0,1,MAPK8
SeqId_3827_22,Q9NQU5,Serine/threonine-protein kinase PAK 6,0,0,1,PAK6
SeqId_3831_21,P60484,"Phosphatidylinositol 3,4,5-trisphosphate 3-phosphatase and dual-specificity protein phosphatase PTEN",0,0,1,PTEN
SeqId_3832_51,Q13882,Protein-tyrosine kinase 6,0,0,0,PTK6
SeqId_3835_11,O60603,Toll-like receptor 2,0,0,0,TLR2
SeqId_3836_51,P61960,Ubiquitin-fold modifier 1,0,0,1,UFM1
SeqId_3837_6,P43403,Tyrosine-protein kinase ZAP-70,0,0,1,ZAP70
SeqId_3839_60,O00170,AH receptor-interacting protein,0,0,1,AIP
SeqId_3844_2,P62937,Peptidyl-prolyl cis-trans isomerase A,0,0,1,PPIA
SeqId_3845_51,Q9NP97,Dynein light chain roadblock-type 1,6,0,1,DYNLRB1
SeqId_3847_56,O95571,"Persulfide dioxygenase ETHE1, mitochondrial",0,0,0,ETHE1
SeqId_3848_14,P04406,Glyceraldehyde-3-phosphate dehydrogenase,0,1,1,GAPDH
SeqId_3849_56,,,3,1,1,GFP
SeqId_3852_19,P25685,DnaJ homolog subfamily B member 1,0,0,1,DNAJB1
SeqId_3853_56,P40925,"Malate dehydrogenase, cytoplasmic",0,0,1,MDH1
SeqId_3854_24,Q13765,Nascent polypeptide-associated complex subunit alpha,0,0,1,NACA
SeqId_3855_56,Q06830,Peroxiredoxin-1,0,0,1,PRDX1
SeqId_3858_5,P24666,Low molecular weight phosphotyrosine protein phosphatase,0,0,1,ACP1
SeqId_3859_50,P25786,Proteasome subunit alpha type-1,0,0,0,PSMA1
SeqId_3860_7,P60900,Proteasome subunit alpha type-6,0,0,1,PSMA6
SeqId_3864_5,P62081,40S ribosomal protein S7,0,0,0,RPS7
SeqId_3866_7,Q9Y3A5,Ribosome maturation protein SBDS,0,0,1,SBDS
SeqId_3867_49,Q6UXD5,Seizure 6-like protein 2,0,0,0,SEZ6L2
SeqId_3868_8,O43765,Small glutamine-rich tetratricopeptide repeat-containing protein alpha,7,0,1,SGTA
SeqId_3872_2,P13693,Translationally-controlled tumor protein,7,0,1,TPT1
SeqId_3873_51,P07202,Thyroid peroxidase,0,0,1,TPO
SeqId_3874_8,P68036,Ubiquitin-conjugating enzyme E2 L3,0,0,1,UBE2L3
SeqId_3875_62,Q99856,AT-rich interactive domain-containing protein 3A,0,0,0,ARID3A
SeqId_3879_50,Q16543,Hsp90 co-chaperone Cdc37,0,0,1,CDC37
SeqId_3881_49,P63167,"Dynein light chain 1, cytoplasmic",7,0,1,DYNLL1
SeqId_3887_90,Q14974,Importin subunit beta-1,0,0,1,KPNB1
SeqId_3888_8,Q9UK53,Inhibitor of growth protein 1,0,0,1,ING1
SeqId_3889_64,P20700,Lamin-B1,5,0,1,LMNB1
SeqId_3890_8,P07195,L-lactate dehydrogenase B chain,5,0,1,LDHB
SeqId_3891_56,O95243,Methyl-CpG-binding domain protein 4,7,0,1,MBD4
SeqId_3892_21,Q15648,Mediator of RNA polymerase II transcription subunit 1,0,0,0,MED1
SeqId_3893_64,Q13421,Mesothelin,0,0,0,MSLN
SeqId_3894_15,Q9UJ70,N-acetyl-D-glucosamine kinase,0,0,0,NAGK
SeqId_3896_5,P18669,Phosphoglycerate mutase 1,0,0,1,PGAM1
SeqId_3897_61,Q96GD0,Pyridoxal phosphate phosphatase,0,0,1,PDXP
SeqId_3898_5,P51665,26S proteasome non-ATPase regulatory subunit 7,0,0,0,PSMD7
SeqId_3902_21,P63208,S-phase kinase-associated protein 1,7,0,1,SKP1
SeqId_3903_49,O95219,Sorting nexin-4,0,0,1,SNX4
SeqId_3905_62,P61088,Ubiquitin-conjugating enzyme E2 N,0,0,1,UBE2N
SeqId_4122_12,Q08345,Epithelial discoidin domain-containing receptor 1,0,0,0,DDR1
SeqId_4123_60,P08620,Fibroblast growth factor 4,0,0,0,FGF4
SeqId_4124_24,P0DMV8,Heat shock 70 kDa protein 1A,5,0,1,HSPA1A
SeqId_4125_52,Q15109,Advanced glycosylation end product-specific receptor,0,0,0,AGER
SeqId_4126_22,P17213,Bactericidal permeability-increasing protein,0,0,1,BPI
SeqId_4127_75,P13671,Complement component C6,0,0,1,C6
SeqId_4128_27,O00175,C-C motif chemokine 24,6,0,1,CCL24
SeqId_4129_72,P00751,Complement factor B,0,0,0,CFB
SeqId_4130_71,P10767,Fibroblast growth factor 6,0,0,0,FGF6
SeqId_4131_72,P02751,Fibronectin,5,1,1,FN1
SeqId_4132_27,P19883,Follistatin,0,0,0,FST
SeqId_4133_54,P10144,Granzyme B,0,0,0,GZMB
SeqId_4135_84,P01854,Immunoglobulin heavy constant epsilon,0,0,1,IGHE IGK@ IGL@
SeqId_4136_40,Q8TAD2,Interleukin-17D,0,0,0,IL17D
SeqId_4137_57,Q9H293,Interleukin-25,0,0,0,IL25
SeqId_4138_25,Q9NYY1,Interleukin-20,0,0,0,IL20
SeqId_4140_3,P13232,Interleukin-7,0,0,0,IL7
SeqId_4141_79,P02778,C-X-C motif chemokine 10,0,0,0,CXCL10
SeqId_4143_74,P47992,Lymphotactin,5,0,1,XCL1
SeqId_4144_13,Q99616,C-C motif chemokine 13,0,0,0,CCL13
SeqId_4145_58,P20783,Neurotrophin-3,0,0,0,NTF3
SeqId_4146_58,P34130,Neurotrophin-4,0,0,0,NTF4
SeqId_4148_49,Q13219,Pappalysin-1,0,0,0,PAPPA
SeqId_4149_8,P01127,Platelet-derived growth factor subunit B,6,0,1,PDGFB
SeqId_4150_75,P00747,Plasminogen,0,0,1,PLG
SeqId_4151_6,P00747,Plasminogen,0,0,1,PLG
SeqId_4152_58,P03952,Plasma kallikrein,6,0,1,KLKB1
SeqId_4153_11,P01011,Alpha-1-antichymotrypsin,6,0,1,SERPINA3
SeqId_4154_57,P16109,P-selectin,0,0,0,SELP
SeqId_4155_3,P24821,Tenascin,0,0,0,TNC
SeqId_4156_74,P61812,Transforming growth factor beta-2 proprotein,6,0,1,TGFB2
SeqId_4157_2,P00734,Prothrombin,0,0,1,F2
SeqId_4158_54,P00749,Urokinase-type plasminogen activator,0,0,0,PLAU
SeqId_4159_130,P08603,Complement factor H,0,0,1,CFH
SeqId_4160_49,P08253,72 kDa type IV collagenase,0,0,0,MMP2
SeqId_4162_54,P02787,Serotransferrin,0,0,1,TF
SeqId_4163_5,P0C0S5,Histone H2A.Z,0,0,0,H2AFZ
SeqId_4179_57,P61981,14-3-3 protein gamma,6,0,1,YWHAG
SeqId_4184_43,Q13542,Eukaryotic translation initiation factor 4E-binding protein 2,7,0,1,EIF4EBP2
SeqId_4187_49,P52209,"6-phosphogluconate dehydrogenase, decarboxylating",0,0,1,PGD
SeqId_4188_1,O43488,Aflatoxin B1 aldehyde reductase member 2,6,0,1,AKR7A2
SeqId_4192_10,P14550,Aldo-keto reductase family 1 member A1,0,0,0,AKR1A1
SeqId_4194_26,Q92688,Acidic leucine-rich nuclear phosphoprotein 32 family member B,0,0,1,ANP32B
SeqId_4203_50,P23528,Cofilin-1,6,0,1,CFL1
SeqId_4209_60,Q9NP79,Vacuolar protein sorting-associated protein VTA1 homolog,0,0,1,VTA1
SeqId_4212_5,Q9UBC2,Epidermal growth factor receptor substrate 15-like 1,0,0,1,EPS15L1
SeqId_4217_49,Q99714,3-hydroxyacyl-CoA dehydrogenase type-2,0,0,1,HSD17B10
SeqId_4220_39,P16591,Tyrosine-protein kinase Fer,6,0,1,FER
SeqId_4224_7,O60506,Heterogeneous nuclear ribonucleoprotein Q,0,0,1,SYNCRIP
SeqId_4230_1,P78344,Eukaryotic translation initiation factor 4 gamma 2,0,0,1,EIF4G2
SeqId_4232_19,P08069,Insulin-like growth factor 1 receptor,0,0,1,IGF1R
SeqId_4234_8,Q01638,Interleukin-1 receptor-like 1,0,0,0,IL1RL1
SeqId_4237_70,Q9UIC8,Leucine carboxyl methyltransferase 1,0,0,1,LCMT1
SeqId_4240_31,P14618,Pyruvate kinase PKM,0,0,1,PKM2
SeqId_4246_40,P32004,Neural cell adhesion molecule L1,0,0,1,L1CAM
SeqId_4249_64,P22392,Nucleoside diphosphate kinase B,0,0,1,NME2
SeqId_4250_23,Q9UNZ2,NSFL1 cofactor p47,0,0,1,NSFL1C
SeqId_4254_6,Q8IVD9,NudC domain-containing protein 3,0,0,0,NUDCD3
SeqId_4258_15,Q9UQ80,Proliferation-associated protein 2G4,0,0,1,PA2G4
SeqId_4261_55,P27169,Serum paraoxonase/arylesterase 1,7,0,1,PON1
SeqId_4267_81,O00541,Pescadillo homolog,0,0,0,PES1
SeqId_4271_75,Q99471,Prefoldin subunit 5,0,0,1,PFDN5
SeqId_4272_46,P06744,Glucose-6-phosphate isomerase,0,0,1,GPI
SeqId_4276_10,P30086,Phosphatidylethanolamine-binding protein 1,0,0,1,PEBP1
SeqId_4278_14,P07237,Protein disulfide-isomerase,0,0,0,P4HB
SeqId_4280_47,P25787,Proteasome subunit alpha type-2,0,0,1,PSMA2
SeqId_4282_3,P62826,GTP-binding nuclear protein Ran,0,0,1,RAN
SeqId_4284_18,Q14498,RNA-binding protein 39,6,0,1,RBM39
SeqId_4292_5,P54920,Alpha-soluble NSF attachment protein,5,0,1,NAPA
SeqId_4294_16,Q9NYA1,Sphingosine kinase 1,0,0,1,SPHK1
SeqId_4297_62,Q9HCB6,Spondin-1,0,0,0,SPON1
SeqId_4301_58,P04183,"Thymidine kinase, cytosolic",0,0,1,TK1
SeqId_4304_18,Q8N3X6,Ligand-dependent nuclear receptor corepressor-like protein,0,0,0,LCORL
SeqId_4306_4,P29401,Transketolase,0,0,1,TKT
SeqId_4309_59,P60174,Triosephosphate isomerase,0,0,1,TPI1
SeqId_4314_12,Q9H773,dCTP pyrophosphatase 1,0,0,1,DCTPP1
SeqId_4318_12,P29350,Tyrosine-protein phosphatase non-receptor type 6,0,0,1,PTPN6
SeqId_4322_28,Q9BXJ7,Protein amnionless,0,0,0,AMN
SeqId_4324_33,P09228,Cystatin-SA,5,0,1,CST2
SeqId_4328_2,Q9BWV1,Brother of CDO,0,0,0,BOC
SeqId_4332_6,Q9P126,C-type lectin domain family 1 member B,0,0,1,CLEC1B
SeqId_4337_49,P02741,C-reactive protein,0,0,0,CRP
SeqId_4342_10,P05362,Intercellular adhesion molecule 1,0,0,0,ICAM1
SeqId_4355_13,Q9UIK4,Death-associated protein kinase 2,5,0,1,DAPK2
SeqId_4359_87,O43781,Dual specificity tyrosine-phosphorylation-regulated kinase 3,0,0,0,DYRK3
SeqId_4374_45,Q99988,Growth/differentiation factor 15,0,0,0,GDF15
SeqId_4389_2,O43323,Desert hedgehog protein,5,0,1,DHH
SeqId_4392_54,P61328,Fibroblast growth factor 12,0,0,0,FGF12
SeqId_4393_3,O43320,Fibroblast growth factor 16,5,0,1,FGF16
SeqId_4394_71,P55075,Fibroblast growth factor 8,6,0,1,FGF8
SeqId_4396_54,Q8IU54,Interferon lambda-1,6,0,1,IFNL1
SeqId_4397_26,Q8IZJ0,Interferon lambda-2,0,0,0,IFNL2
SeqId_4407_10,P26927,Hepatocyte growth factor-like protein,0,0,0,MST1
SeqId_4413_3,P03973,Antileukoproteinase,0,0,1,SLPI
SeqId_4420_7,O43184,Disintegrin and metalloproteinase domain-containing protein 12,7,0,1,ADAM12
SeqId_4423_77,Q07817,Bcl-2-like protein 1,0,0,1,BCL2L1
SeqId_4429_51,Q9GZX3,Carbohydrate sulfotransferase 6,0,0,0,CHST6
SeqId_4430_44,Q9BWP8,Collectin-11,0,0,0,COLEC11
SeqId_4435_66,Q6UWV6,Ectonucleotide pyrophosphatase/phosphodiesterase family member 7,0,0,0,ENPP7
SeqId_4436_1,O75355,Ectonucleoside triphosphate diphosphohydrolase 3,0,0,1,ENTPD3
SeqId_4437_56,O75356,Ectonucleoside triphosphate diphosphohydrolase 5,0,0,0,ENTPD5
SeqId_4440_15,Q96P31,Fc receptor-like protein 3,0,0,0,FCRL3
SeqId_4453_83,Q86VH5,Leucine-rich repeat transmembrane neuronal protein 3,0,0,0,LRRTM3
SeqId_4455_89,Q08431,Lactadherin,7,0,1,MFGE8
SeqId_4459_68,Q16549,Proprotein convertase subtilisin/kexin type 7,0,0,1,PCSK7
SeqId_4460_8,O15530,3-phosphoinositide-dependent protein kinase 1,0,0,1,PDPK1
SeqId_4464_10,Q9BZZ2,Sialoadhesin,0,1,1,SIGLEC1
SeqId_4467_49,Q14515,SPARC-like protein 1,0,0,0,SPARCL1
SeqId_4468_21,Q9NRA0,Sphingosine kinase 2,0,0,0,SPHK2
SeqId_4469_78,Q7LFX5,Carbohydrate sulfotransferase 15,0,0,0,CHST15
SeqId_4471_50,Q08188,Protein-glutamine gamma-glutamyltransferase E,0,1,1,TGM3
